"면부","계","50 - 54세",451398,229953
"면부","계","55 - 59세",389010,211494
"면부","계","60 - 64세",257110,152800
"면부","계","65세이상",233203,145613
"면부","계","미상",,-
"면부","계","14세",12561,5767
"면부","전문,기술 및 관련직 종사자","계",75752,59800
"면부","전문,기술 및 관련직 종사자","15 - 19세",1365,512
"면부","전문,기술 및 관련직 종사자","20 - 24세",9575,3249
"면부","전문,기술 및 관련직 종사자","25 - 29세",15045,11120
"면부","전문,기술 및 관련직 종사자","30 - 34세",12703,11159
"면부","전문,기술 및 관련직 종사자","35 - 39세",9162,8286
"면부","전문,기술 및 관련직 종사자","40 - 44세",7756,7202
"면부","전문,기술 및 관련직 종사자","45 - 49세",7855,7313
"면부","전문,기술 및 관련직 종사자","50 - 54세",5461,5021
"면부","전문,기술 및 관련직 종사자","55 - 59세",4284,3889
"면부","전문,기술 및 관련직 종사자","60 - 64세",1487,1258
"면부","전문,기술 및 관련직 종사자","65세이상",1058,790
"면부","전문,기술 및 관련직 종사자","미상",,-
"면부","전문,기술 및 관련직 종사자","14세",1,1
"면부","행정 및 관리직종사자","계",5249,5123
"면부","행정 및 관리직종사자","15 - 19세",,-
"면부","행정 및 관리직종사자","20 - 24세",25,23
"면부","행정 및 관리직종사자","25 - 29세",384,380
"면부","행정 및 관리직종사자","30 - 34세",685,683
"면부","행정 및 관리직종사자","35 - 39세",800,776
"면부","행정 및 관리직종사자","40 - 44세",999,978
"면부","행정 및 관리직종사자","45 - 49세",880,863
"면부","행정 및 관리직종사자","50 - 54세",674,641
"면부","행정 및 관리직종사자","55 - 59세",421,421
"면부","행정 및 관리직종사자","60 - 64세",267,254
"면부","행정 및 관리직종사자","65세이상",114,104
"면부","행정 및 관리직종사자","미상",,-
"면부","행정 및 관리직종사자","14세",,-
"면부","사무 및 관련직종사자","계",122900,87657
"면부","사무 및 관련직종사자","15 - 19세",10904,2581
"면부","사무 및 관련직종사자","20 - 24세",32070,10250
"면부","사무 및 관련직종사자","25 - 29세",21986,18545
"면부","사무 및 관련직종사자","30 - 34세",16928,16355
"면부","사무 및 관련직종사자","35 - 39세",12468,12081
"면부","사무 및 관련직종사자","40 - 44세",11887,11609
"면부","사무 및 관련직종사자","45 - 49세",9515,9290
"면부","사무 및 관련직종사자","50 - 54세",4574,4523
"면부","사무 및 관련직종사자","55 - 59세",1827,1723
"면부","사무 및 관련직종사자","60 - 64세",491,469
"면부","사무 및 관련직종사자","65세이상",218,212
"면부","사무 및 관련직종사자","미상",,-
"면부","사무 및 관련직종사자","14세",32,19
"면부","판매종사자","계",156676,76295
"면부","판매종사자","15 - 19세",5354,2158
"면부","판매종사자","20 - 24세",13824,5550
"면부","판매종사자","25 - 29세",18041,9207
"면부","판매종사자","30 - 34세",21756,11057
"면부","판매종사자","35 - 39세",22412,10991
"면부","판매종사자","40 - 44세",22712,11018
"면부","판매종사자","45 - 49세",18329,8858
"면부","판매종사자","50 - 54세",13416,5913
"면부","판매종사자","55 - 59세",10132,5254
"면부","판매종사자","60 - 64세",5430,2981
"면부","판매종사자","65세이상",5071,3175
"면부","판매종사자","미상",,-
"면부","판매종사자","14세",199,133
"면부","서비스직종사자","계",105030,54788
"면부","서비스직종사자","15 - 19세",7232,2884
"면부","서비스직종사자","20 - 24세",13226,4388
"면부","서비스직종사자","25 - 29세",15205,8892
"면부","서비스직종사자","30 - 34세",15403,9433
"면부","서비스직종사자","35 - 39세",14861,8658
"면부","서비스직종사자","40 - 44세",13543,7623
"면부","서비스직종사자","45 - 49세",10627,5663
"면부","서비스직종사자","50 - 54세",7126,3549
"면부","서비스직종사자","55 - 59세",4019,1938
"면부","서비스직종사자","60 - 64세",1740,861
"면부","서비스직종사자","65세이상",1472,659
"면부","서비스직종사자","미상",,-
"면부","서비스직종사자","14세",576,240
"면부","농업,축산업,임업,수산업및수렵업종사자","계",3876349,2076610
"면부","농업,축산업,임업,수산업및수렵업종사자","15 - 19세",219896,136378
"면부","농업,축산업,임업,수산업및수렵업종사자","20 - 24세",387984,234369
"면부","농업,축산업,임업,수산업및수렵업종사자","25 - 29세",321085,180876
"면부","농업,축산업,임업,수산업및수렵업종사자","30 - 34세",317345,166542
"면부","농업,축산업,임업,수산업및수렵업종사자","35 - 39세",386752,187209
"면부","농업,축산업,임업,수산업및수렵업종사자","40 - 44세",500904,250112
"면부","농업,축산업,임업,수산업및수렵업종사자","45 - 49세",504627,247036
"면부","농업,축산업,임업,수산업및수렵업종사자","50 - 54세",404356,197449
"면부","농업,축산업,임업,수산업및수렵업종사자","55 - 59세",358139,189844
"면부","농업,축산업,임업,수산업및수렵업종사자","60 - 64세",243111,143231
"면부","농업,축산업,임업,수산업및수렵업종사자","65세이상",222634,138714
"면부","농업,축산업,임업,수산업및수렵업종사자","미상",,-
"면부","농업,축산업,임업,수산업및수렵업종사자","14세",9516,4850
"면부","생산및관련종사자,운수장비운전사및단순노무자","계",418794,298151
"면부","생산및관련종사자,운수장비운전사및단순노무자","15 - 19세",72688,25688
"면부","생산및관련종사자,운수장비운전사및단순노무자","20 - 24세",78438,45677
"면부","생산및관련종사자,운수장비운전사및단순노무자","25 - 29세",65511,58838
"면부","생산및관련종사자,운수장비운전사및단순노무자","30 - 34세",53562,47485
"면부","생산및관련종사자,운수장비운전사및단순노무자","35 - 39세",44133,36961
"면부","생산및관련종사자,운수장비운전사및단순노무자","40 - 44세",40644,33119
"면부","생산및관련종사자,운수장비운전사및단순노무자","45 - 49세",28382,22872
"면부","생산및관련종사자,운수장비운전사및단순노무자","50 - 54세",15791,12857
"면부","생산및관련종사자,운수장비운전사및단순노무자","55 - 59세",10188,8425
"면부","생산및관련종사자,운수장비운전사및단순노무자","60 - 64세",4584,3746
"면부","생산및관련종사자,운수장비운전사및단순노무자","65세이상",2636,1959
"면부","생산및관련종사자,운수장비운전사및단순노무자","미상",,-
"면부","생산및관련종사자,운수장비운전사및단순노무자","14세",2237,524
"면부","분류불능자","계",94,77
"면부","분류불능자","15 - 19세",,-
