"행정구역별","산업별","조직형태별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"인천","전문, 과학 및 기술 서비스업(70~73)","비법인단체","종사자수[명]","명","971","840","53","132","33","24","16","24","31","33","21","51","32","89","5",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","사업체수[개]","개","1948","1941","1937","1948","2041","2255","2389","2505","2724","2807","2788","2919","3029","3142","3466",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계","종사자수[명]","명","23080","27322","28975","31048","32843","36348","37930","41779","42580","47587","43398","46653","47082","51649","46948",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","사업체수[개]","개","1328","1278","1262","1234","1221","1290","1323","1319","1433","1427","1488","1555","1631","1714","1955",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","개인사업체","종사자수[명]","명","3467","3869","4108","5052","4318","4534","3975","4395","4547","5093","4920","4781","4956","5795","5118",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","사업체수[개]","개","599","634","642","678","770","895","989","1098","1189","1259","1196","1233","1280","1294","1377",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사법인","종사자수[명]","명","19181","22737","23760","24770","27886","30751","32361","35886","36189","39886","36839","39948","40188","42874","38919",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","사업체수[개]","개","20","27","26","26","30","40","37","42","50","57","55","63","57","61","109",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","회사이외법인","종사자수[명]","명","401","613","923","1038","566","942","1289","1145","1387","1861","1273","1347","1560","1836","2794",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","사업체수[개]","개","1","2","7","10","20","30","40","46","52","64","49","68","61","73","25",
"인천","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","비법인단체","종사자수[명]","명","X","X","184","188","73","121","305","353","457","747","366","577","378","1144","117",
"인천","공공행정, 국방 및 사회보장 행정(84)","계","사업체수[개]","개","453","432","415","415","447","441","445","449","448","473","479","483","485","486","488",
"인천","공공행정, 국방 및 사회보장 행정(84)","계","종사자수[명]","명","25868","27186","28716","29832","30861","31326","29040","29871","31403","33623","32776","35245","36806","38067","40863",
"인천","공공행정, 국방 및 사회보장 행정(84)","개인사업체","사업체수[개]","개","","","","","","","","","","","","","","","",
"인천","공공행정, 국방 및 사회보장 행정(84)","개인사업체","종사자수[명]","명","","","","","","","","","","","","","","","",
"인천","공공행정, 국방 및 사회보장 행정(84)","회사법인","사업체수[개]","개","","","","","","","","","","","","","","","",
"인천","공공행정, 국방 및 사회보장 행정(84)","회사법인","종사자수[명]","명","","","","","","","","","","","","","","","",
"인천","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","사업체수[개]","개","7","9","413","415","447","441","445","449","448","473","479","483","485","486","488",
"인천","공공행정, 국방 및 사회보장 행정(84)","회사이외법인","종사자수[명]","명","918","1192","28704","29832","30861","31326","29040","29871","31403","33623","32776","35245","36806","38067","40863",
"인천","공공행정, 국방 및 사회보장 행정(84)","비법인단체","사업체수[개]","개","446","423","2","","","","","","","","","","","","",
"인천","공공행정, 국방 및 사회보장 행정(84)","비법인단체","종사자수[명]","명","24950","25994","X","","","","","","","","","","","","",
"인천","교육 서비스업(85)","계","사업체수[개]","개","6101","6344","6482","6578","6815","7017","7064","7168","7308","7378","7708","8067","8321","8553","8510",
"인천","교육 서비스업(85)","계","종사자수[명]","명","56514","58939","59966","61423","64959","64594","66033","67173","68148","71499","70917","72855","73735","76559","73483",
"인천","교육 서비스업(85)","개인사업체","사업체수[개]","개","5128","5348","5467","5527","5638","5765","5781","5838","5926","6009","6311","6592","6789","6904","6731",
"인천","교육 서비스업(85)","개인사업체","종사자수[명]","명","16287","17059","17221","17697","17587","17434","17240","17420","17314","18672","19286","21218","21819","21962","17574",
"인천","교육 서비스업(85)","회사법인","사업체수[개]","개","195","204","214","231","269","286","305","323","377","361","372","432","480","517","537",
"인천","교육 서비스업(85)","회사법인","종사자수[명]","명","5029","4842","4877","4887","5580","5322","5372","5337","5737","5980","5797","6183","6109","6207","5742",
"인천","교육 서비스업(85)","회사이외법인","사업체수[개]","개","273","248","680","702","764","782","800","828","832","845","857","864","875","914","996",
"인천","교육 서비스업(85)","회사이외법인","종사자수[명]","명","8519","8694","36892","37867","40566","40347","42116","42927","43534","45230","44151","43641","44151","46307","46831",
"인천","교육 서비스업(85)","비법인단체","사업체수[개]","개","505","544","121","118","144","184","178","179","173","163","168","179","177","218","246",
"인천","교육 서비스업(85)","비법인단체","종사자수[명]","명","26679","28344","976","972","1226","1491","1305","1489","1563","1617","1683","1813","1656","2083","3336",
"인천","보건업 및 사회복지 서비스업(86~87)","계","사업체수[개]","개","3630","3864","4126","4348","4816","5230","5734","6082","6505","6499","7005","7333","7384","7586","7541",
"인천","보건업 및 사회복지 서비스업(86~87)","계","종사자수[명]","명","31768","34177","37680","43268","50416","53553","59225","65231","72128","74889","88357","95218","101680","109265","119982",
"인천","보건업 및 사회복지 서비스업(86~87)","개인사업체","사업체수[개]","개","2854","3033","3218","3362","3887","4303","4770","4921","5127","5308","5661","5912","5748","5735","3574",
"인천","보건업 및 사회복지 서비스업(86~87)","개인사업체","종사자수[명]","명","17123","19043","21296","24862","29716","32298","35644","37491","39176","43623","49008","53263","54080","55373","34426",
"인천","보건업 및 사회복지 서비스업(86~87)","회사법인","사업체수[개]","개","5","5","9","14","19","24","27","35","38","40","35","40","45","60","70",
"인천","보건업 및 사회복지 서비스업(86~87)","회사법인","종사자수[명]","명","52","48","117","224","306","426","585","783","972","868","824","956","829","1436","1635",
"인천","보건업 및 사회복지 서비스업(86~87)","회사이외법인","사업체수[개]","개","699","753","307","312","302","324","378","414","471","462","527","512","539","591","919",
"인천","보건업 및 사회복지 서비스업(86~87)","회사이외법인","종사자수[명]","명","13592","14040","11309","13267","14984","15273","16817","18043","20453","21063","25544","26324","28419","30272","47172",
"인천","보건업 및 사회복지 서비스업(86~87)","비법인단체","사업체수[개]","개","72","73","592","660","608","579","559","712","869","689","782","869","1052","1200","2978",
"인천","보건업 및 사회복지 서비스업(86~87)","비법인단체","종사자수[명]","명","1001","1046","4958","4915","5410","5556","6179","8914","11527","9335","12981","14675","18352","22184","36749",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","계","사업체수[개]","개","5235","5210","5365","5624","5694","5866","5922","5849","5707","5421","6052","6684","6882","6968","7044",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","계","종사자수[명]","명","13039","12954","13619","14728","14233","14982","15650","16041","15875","15846","17432","19842","21974","22560","18238",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","사업체수[개]","개","5090","5053","5205","5448","5497","5645","5632","5514","5328","5029","5655","6223","6374","6400","6483",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","개인사업체","종사자수[명]","명","9918","9923","9976","10540","10201","10709","11012","11003","10558","10230","11835","12876","13526","13880","10681",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","사업체수[개]","개","37","44","47","51","59","66","90","109","140","144","140","173","216","245","269",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","회사법인","종사자수[명]","명","1304","1233","1687","1944","1794","2017","2181","2338","2324","2516","2416","3471","4400","4544","4100",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","사업체수[개]","개","66","70","72","81","81","84","106","120","136","141","149","155","161","165","242",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","회사이외법인","종사자수[명]","명","870","944","1786","1957","1906","1807","2084","2214","2533","2573","2623","2893","3357","3361","3295",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","사업체수[개]","개","42","43","41","44","57","71","94","106","103","107","108","133","131","158","50",
"인천","예술, 스포츠 및 여가관련 서비스업(90~91)","비법인단체","종사자수[명]","명","947","854","170","287","332","449","373","486","460","527","558","602","691","775","162",
"인천","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","사업체수[개]","개","16450","16729","16638","17048","17593","17869","18606","18658","18699","18557","18992","19799","20247","20734","21222",
"인천","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계","종사자수[명]","명","35454","36500","36143","37793","38143","38903","40560","41040","41749","42858","41407","42207","43178","44439","40023",
"인천","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","개인사업체","사업체수[개]","개","11957","12099","12016","12260","12671","12835","13304","13398","13521","13403","13942","14686","14979","15362","15902",
